agent_name,role,layer,scope,tools,inputs,outputs,guardrails,escalation_to,stack,actions,agent_code,agent_id,aka,artifacts,audit_logging,auto_remediation,autonomy_level,budget_cap,cache,capabilities,capability_pack,capability_pack_id,category,code_paths,commands,connectors,cost_center,court_gate,court_policy_id,created_at,data_sources,dependencies,depends_on_agents,display_name,efg_requirements,embedding_models,endpoints,epic,escalation_policy,export_control,failure_modes,governance_role,human_approval_required,last_updated,license_category,manifests,maturity_level,memory_scope,metrics,models,operational_readiness_score,operations_domain,owner_role,pii_handling,plane,policies,provides_capabilities,purpose,raci_a,raci_c,raci_i,raci_r,risk_class,scheduler_owner,scheduling,security_level,sla,source_file,source_row_index,source_rows_json,spawn_policy,state_store,status,subcategory,telemetry,telemetry_topic,tools_stack,triggers,type,version
BackupRestoreAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,gm AZJ,BackupRestoreAgent,,,,,,tbd,,,,PACK-8e166b00,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,BackupRestoreAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_agent_directory.md,,"{""sample"": ""| Agent ID | Purpose | Function | Inputs | Outputs | Reports To | Oversees | Model Selector | Paired LLM | Requires Human | Approval | Sources |\n|---|---|---|---|---|---|---|---|---|---|---|\n| `AgentSupervisorHeartbeatAgent` | Supervises all agent uptime and health, restarts or repairs agents if down, and can escalate for human action if persistent system-wide failure. | `def supervise(self): ...` | agent_status, health_signals | health_report, restart_action |  |  |  |  | True | approved | updated_agent_manifest.json |\n| `BackupRestoreAgent` | Manages snapshots, backup, and restore for agent/app data; escalates for backup corruption or restore failure. | `def backup(self): ...` | data_state, backup_policy | backup_file, restore_status |  |  |  |  | True | approved | updated_agent_manifest""}",pack=PACK-8e166b00; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,
LoggingObservabilityHelperAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,qn CXF,LoggingObservabilityHelperAgent,,,,,,tbd,,,,PACK-cab51552,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,LoggingObservabilityHelperAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_agent_directory.md,,"{""sample"": ""| Agent ID | Purpose | Function | Inputs | Outputs | Reports To | Oversees | Model Selector | Paired LLM | Requires Human | Approval | Sources |\n|---|---|---|---|---|---|---|---|---|---|---|\n| `AgentSupervisorHeartbeatAgent` | Supervises all agent uptime and health, restarts or repairs agents if down, and can escalate for human action if persistent system-wide failure. | `def supervise(self): ...` | agent_status, health_signals | health_report, restart_action |  |  |  |  | True | approved | updated_agent_manifest.json |\n| `BackupRestoreAgent` | Manages snapshots, backup, and restore for agent/app data; escalates for backup corruption or restore failure. | `def backup(self): ...` | data_state, backup_policy | backup_file, restore_status |  |  |  |  | True | approved | updated_agent_manifest""}",pack=PACK-cab51552; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,
AgentSupervisorHeartbeatAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,ws HNK,AgentSupervisorHeartbeatAgent,,,,,,tbd,,,,PACK-ffea4d80,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,AgentSupervisorHeartbeatAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_agent_directory.md,,"{""sample"": ""| Agent ID | Purpose | Function | Inputs | Outputs | Reports To | Oversees | Model Selector | Paired LLM | Requires Human | Approval | Sources |\n|---|---|---|---|---|---|---|---|---|---|---|\n| `AgentSupervisorHeartbeatAgent` | Supervises all agent uptime and health, restarts or repairs agents if down, and can escalate for human action if persistent system-wide failure. | `def supervise(self): ...` | agent_status, health_signals | health_report, restart_action |  |  |  |  | True | approved | updated_agent_manifest.json |\n| `BackupRestoreAgent` | Manages snapshots, backup, and restore for agent/app data; escalates for backup corruption or restore failure. | `def backup(self): ...` | data_state, backup_policy | backup_file, restore_status |  |  |  |  | True | approved | updated_agent_manifest""}",pack=PACK-ffea4d80; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,
MasterChiefIncidentResponseAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,db LRY,MasterChiefIncidentResponseAgent,,,,,,tbd,,,,PACK-4d71bc40,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,MasterChiefIncidentResponseAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_agent_directory.md,,"{""sample"": ""| Agent ID | Purpose | Function | Inputs | Outputs | Reports To | Oversees | Model Selector | Paired LLM | Requires Human | Approval | Sources |\n|---|---|---|---|---|---|---|---|---|---|---|\n| `AgentSupervisorHeartbeatAgent` | Supervises all agent uptime and health, restarts or repairs agents if down, and can escalate for human action if persistent system-wide failure. | `def supervise(self): ...` | agent_status, health_signals | health_report, restart_action |  |  |  |  | True | approved | updated_agent_manifest.json |\n| `BackupRestoreAgent` | Manages snapshots, backup, and restore for agent/app data; escalates for backup corruption or restore failure. | `def backup(self): ...` | data_state, backup_policy | backup_file, restore_status |  |  |  |  | True | approved | updated_agent_manifest""}",pack=PACK-4d71bc40; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,
CostEstimationAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,tu EKG,CostEstimationAgent,,,,,,tbd,,,,PACK-40568938,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,CostEstimationAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_agent_directory.md,,"{""sample"": ""| Agent ID | Purpose | Function | Inputs | Outputs | Reports To | Oversees | Model Selector | Paired LLM | Requires Human | Approval | Sources |\n|---|---|---|---|---|---|---|---|---|---|---|\n| `AgentSupervisorHeartbeatAgent` | Supervises all agent uptime and health, restarts or repairs agents if down, and can escalate for human action if persistent system-wide failure. | `def supervise(self): ...` | agent_status, health_signals | health_report, restart_action |  |  |  |  | True | approved | updated_agent_manifest.json |\n| `BackupRestoreAgent` | Manages snapshots, backup, and restore for agent/app data; escalates for backup corruption or restore failure. | `def backup(self): ...` | data_state, backup_policy | backup_file, restore_status |  |  |  |  | True | approved | updated_agent_manifest""}",pack=PACK-40568938; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,
ErrorHandlingRetryHelperAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,mb KWX,ErrorHandlingRetryHelperAgent,,,,,,tbd,,,,PACK-acbc6506,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,ErrorHandlingRetryHelperAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_agent_directory.md,,"{""sample"": ""| Agent ID | Purpose | Function | Inputs | Outputs | Reports To | Oversees | Model Selector | Paired LLM | Requires Human | Approval | Sources |\n|---|---|---|---|---|---|---|---|---|---|---|\n| `AgentSupervisorHeartbeatAgent` | Supervises all agent uptime and health, restarts or repairs agents if down, and can escalate for human action if persistent system-wide failure. | `def supervise(self): ...` | agent_status, health_signals | health_report, restart_action |  |  |  |  | True | approved | updated_agent_manifest.json |\n| `BackupRestoreAgent` | Manages snapshots, backup, and restore for agent/app data; escalates for backup corruption or restore failure. | `def backup(self): ...` | data_state, backup_policy | backup_file, restore_status |  |  |  |  | True | approved | updated_agent_manifest""}",pack=PACK-acbc6506; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,
OrchestratorAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,ux TEJ,OrchestratorAgent,,,,,,per_subject,,,,PACK-1ee123f4,Agent,,,,Ops,,COURT-POLICY-AGENTS-A,,,,,OrchestratorAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Orchestrator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_agent_directory.md,,"{""sample"": ""| Agent ID | Purpose | Function | Inputs | Outputs | Reports To | Oversees | Model Selector | Paired LLM | Requires Human | Approval | Sources |\n|---|---|---|---|---|---|---|---|---|---|---|\n| `OrchestrationDefinitionAgent` | Translates high-level pipeline/DAG definitions into orchestrator-ready workflow specs; escalates for ambiguous dependencies. | `def define_workflow(self, dependency_graph): ...` | dependency_graph, execution_order | workflow_definition |  |  |  |  | True | approved | updated_agent_manifest.json |\n| `OrchestratorAgent` | Global controller for workflow sequencing, agent execution, event routing, and error retries. | `def execute_workflow(self, workflow): ...` | workflow, execution_plan | task_status, error_report |  |  |  |  | False | approved | updated_agent_manifest.j""}",pack=PACK-1ee123f4; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.agents.a,,,Agent,
OrchestratorFederationAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,hb TEA,OrchestratorFederationAgent,,,,,,per_subject,,,,PACK-fec27234,Agent,,,,Ops,,COURT-POLICY-AGENTS-A,,,,,OrchestratorFederationAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Orchestrator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_agent_directory.md,,"{""sample"": ""| Agent ID | Purpose | Function | Inputs | Outputs | Reports To | Oversees | Model Selector | Paired LLM | Requires Human | Approval | Sources |\n|---|---|---|---|---|---|---|---|---|---|---|\n| `OrchestrationDefinitionAgent` | Translates high-level pipeline/DAG definitions into orchestrator-ready workflow specs; escalates for ambiguous dependencies. | `def define_workflow(self, dependency_graph): ...` | dependency_graph, execution_order | workflow_definition |  |  |  |  | True | approved | updated_agent_manifest.json |\n| `OrchestratorAgent` | Global controller for workflow sequencing, agent execution, event routing, and error retries. | `def execute_workflow(self, workflow): ...` | workflow, execution_plan | task_status, error_report |  |  |  |  | False | approved | updated_agent_manifest.j""}",pack=PACK-fec27234; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.agents.a,,,Agent,
OrchestrationDefinitionAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,fi MFE,OrchestrationDefinitionAgent,,,,,,tbd,,,,PACK-74a5a735,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,OrchestrationDefinitionAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_agent_directory.md,,"{""sample"": ""| Agent ID | Purpose | Function | Inputs | Outputs | Reports To | Oversees | Model Selector | Paired LLM | Requires Human | Approval | Sources |\n|---|---|---|---|---|---|---|---|---|---|---|\n| `OrchestrationDefinitionAgent` | Translates high-level pipeline/DAG definitions into orchestrator-ready workflow specs; escalates for ambiguous dependencies. | `def define_workflow(self, dependency_graph): ...` | dependency_graph, execution_order | workflow_definition |  |  |  |  | True | approved | updated_agent_manifest.json |\n| `OrchestratorAgent` | Global controller for workflow sequencing, agent execution, event routing, and error retries. | `def execute_workflow(self, workflow): ...` | workflow, execution_plan | task_status, error_report |  |  |  |  | False | approved | updated_agent_manifest.j""}",pack=PACK-74a5a735; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,
MarketplaceRatingFeedbackAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,bu TRA,MarketplaceRatingFeedbackAgent,,,,,,tbd,,,,PACK-35078219,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,MarketplaceRatingFeedbackAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_agent_directory.md,,"{""sample"": ""| Agent ID | Purpose | Function | Inputs | Outputs | Reports To | Oversees | Model Selector | Paired LLM | Requires Human | Approval | Sources |\n|---|---|---|---|---|---|---|---|---|---|---|\n| `MarketplaceComplianceAgent` | Ensures plugins comply with legal, regulatory, and organizational standards; escalates for unresolved compliance issues. | `def check_compliance(self, plugin): ...` | plugin_metadata, compliance_standards | compliance_report, approval_status |  |  |  |  | True | approved | updated_agent_manifest.json |\n| `MarketplaceDiscoveryAgent` | Discovers and catalogs plugins/apps from public and private marketplaces; escalates for new marketplace integrations or credentialed API access. | `def discover(self): ...` | marketplace_urls, api_keys | plugin_catalog, discovery_events |  ""}",pack=PACK-35078219; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,
PluginEvaluationAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,ws BED,PluginEvaluationAgent,,,,,,tbd,,,,PACK-78c256b9,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,PluginEvaluationAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_agent_directory.md,,"{""sample"": ""| Agent ID | Purpose | Function | Inputs | Outputs | Reports To | Oversees | Model Selector | Paired LLM | Requires Human | Approval | Sources |\n|---|---|---|---|---|---|---|---|---|---|---|\n| `MarketplaceComplianceAgent` | Ensures plugins comply with legal, regulatory, and organizational standards; escalates for unresolved compliance issues. | `def check_compliance(self, plugin): ...` | plugin_metadata, compliance_standards | compliance_report, approval_status |  |  |  |  | True | approved | updated_agent_manifest.json |\n| `MarketplaceDiscoveryAgent` | Discovers and catalogs plugins/apps from public and private marketplaces; escalates for new marketplace integrations or credentialed API access. | `def discover(self): ...` | marketplace_urls, api_keys | plugin_catalog, discovery_events |  ""}",pack=PACK-78c256b9; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,
PluginSandboxSecurityAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,sn ZMT,PluginSandboxSecurityAgent,,,,,,tbd,,,,PACK-64d13b50,Agent,,,,Ops,,COURT-POLICY-CORE-D,,,,,PluginSandboxSecurityAgent,cpu>=1; ram>=2GB; disk>=2GB; net>=10Mbps,,,D,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_agent_directory.md,,"{""sample"": ""| Agent ID | Purpose | Function | Inputs | Outputs | Reports To | Oversees | Model Selector | Paired LLM | Requires Human | Approval | Sources |\n|---|---|---|---|---|---|---|---|---|---|---|\n| `MarketplaceComplianceAgent` | Ensures plugins comply with legal, regulatory, and organizational standards; escalates for unresolved compliance issues. | `def check_compliance(self, plugin): ...` | plugin_metadata, compliance_standards | compliance_report, approval_status |  |  |  |  | True | approved | updated_agent_manifest.json |\n| `MarketplaceDiscoveryAgent` | Discovers and catalogs plugins/apps from public and private marketplaces; escalates for new marketplace integrations or credentialed API access. | `def discover(self): ...` | marketplace_urls, api_keys | plugin_catalog, discovery_events |  ""}",pack=PACK-64d13b50; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.d,,,Agent,
PluginLifecycleManagerAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,rh UTT,PluginLifecycleManagerAgent,,,,,,tbd,,,,PACK-ad3fa20f,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,PluginLifecycleManagerAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_agent_directory.md,,"{""sample"": ""| Agent ID | Purpose | Function | Inputs | Outputs | Reports To | Oversees | Model Selector | Paired LLM | Requires Human | Approval | Sources |\n|---|---|---|---|---|---|---|---|---|---|---|\n| `MarketplaceComplianceAgent` | Ensures plugins comply with legal, regulatory, and organizational standards; escalates for unresolved compliance issues. | `def check_compliance(self, plugin): ...` | plugin_metadata, compliance_standards | compliance_report, approval_status |  |  |  |  | True | approved | updated_agent_manifest.json |\n| `MarketplaceDiscoveryAgent` | Discovers and catalogs plugins/apps from public and private marketplaces; escalates for new marketplace integrations or credentialed API access. | `def discover(self): ...` | marketplace_urls, api_keys | plugin_catalog, discovery_events |  ""}",pack=PACK-ad3fa20f; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,
MarketplaceMonetizationBillingAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,tw UIL,MarketplaceMonetizationBillingAgent,,,,,,tbd,,,,PACK-1d3904e7,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,MarketplaceMonetizationBillingAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_agent_directory.md,,"{""sample"": ""| Agent ID | Purpose | Function | Inputs | Outputs | Reports To | Oversees | Model Selector | Paired LLM | Requires Human | Approval | Sources |\n|---|---|---|---|---|---|---|---|---|---|---|\n| `MarketplaceComplianceAgent` | Ensures plugins comply with legal, regulatory, and organizational standards; escalates for unresolved compliance issues. | `def check_compliance(self, plugin): ...` | plugin_metadata, compliance_standards | compliance_report, approval_status |  |  |  |  | True | approved | updated_agent_manifest.json |\n| `MarketplaceDiscoveryAgent` | Discovers and catalogs plugins/apps from public and private marketplaces; escalates for new marketplace integrations or credentialed API access. | `def discover(self): ...` | marketplace_urls, api_keys | plugin_catalog, discovery_events |  ""}",pack=PACK-1d3904e7; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,
MarketplaceDiscoveryAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,me UEZ,MarketplaceDiscoveryAgent,,,,,,tbd,,,,PACK-bb0d81da,Agent,,,,Ops,,COURT-POLICY-GATEWAY_SERVICES-C,,,,,MarketplaceDiscoveryAgent,cpu>=1; ram>=1GB; disk>=500MB,,,C,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_agent_directory.md,,"{""sample"": ""| Agent ID | Purpose | Function | Inputs | Outputs | Reports To | Oversees | Model Selector | Paired LLM | Requires Human | Approval | Sources |\n|---|---|---|---|---|---|---|---|---|---|---|\n| `MarketplaceComplianceAgent` | Ensures plugins comply with legal, regulatory, and organizational standards; escalates for unresolved compliance issues. | `def check_compliance(self, plugin): ...` | plugin_metadata, compliance_standards | compliance_report, approval_status |  |  |  |  | True | approved | updated_agent_manifest.json |\n| `MarketplaceDiscoveryAgent` | Discovers and catalogs plugins/apps from public and private marketplaces; escalates for new marketplace integrations or credentialed API access. | `def discover(self): ...` | marketplace_urls, api_keys | plugin_catalog, discovery_events |  ""}",pack=PACK-bb0d81da; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.gateway-services.c,,,Agent,
SDKPluginManagerAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,xn UMB,SDKPluginManagerAgent,,,,,,tbd,,,,PACK-6be05076,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,SDKPluginManagerAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_agent_directory.md,,"{""sample"": ""| Agent ID | Purpose | Function | Inputs | Outputs | Reports To | Oversees | Model Selector | Paired LLM | Requires Human | Approval | Sources |\n|---|---|---|---|---|---|---|---|---|---|---|\n| `MarketplaceComplianceAgent` | Ensures plugins comply with legal, regulatory, and organizational standards; escalates for unresolved compliance issues. | `def check_compliance(self, plugin): ...` | plugin_metadata, compliance_standards | compliance_report, approval_status |  |  |  |  | True | approved | updated_agent_manifest.json |\n| `MarketplaceDiscoveryAgent` | Discovers and catalogs plugins/apps from public and private marketplaces; escalates for new marketplace integrations or credentialed API access. | `def discover(self): ...` | marketplace_urls, api_keys | plugin_catalog, discovery_events |  ""}",pack=PACK-6be05076; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,
MarketplaceComplianceAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,te MNI,MarketplaceComplianceAgent,,,,,,tbd,,,,PACK-b027d0da,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,MarketplaceComplianceAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_agent_directory.md,,"{""sample"": ""| Agent ID | Purpose | Function | Inputs | Outputs | Reports To | Oversees | Model Selector | Paired LLM | Requires Human | Approval | Sources |\n|---|---|---|---|---|---|---|---|---|---|---|\n| `MarketplaceComplianceAgent` | Ensures plugins comply with legal, regulatory, and organizational standards; escalates for unresolved compliance issues. | `def check_compliance(self, plugin): ...` | plugin_metadata, compliance_standards | compliance_report, approval_status |  |  |  |  | True | approved | updated_agent_manifest.json |\n| `MarketplaceDiscoveryAgent` | Discovers and catalogs plugins/apps from public and private marketplaces; escalates for new marketplace integrations or credentialed API access. | `def discover(self): ...` | marketplace_urls, api_keys | plugin_catalog, discovery_events |  ""}",pack=PACK-b027d0da; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,
RegistryDiscoveryAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,cl GMN,RegistryDiscoveryAgent,,,,,,tbd,,,,PACK-e5483272,Agent,,,,Ops,,COURT-POLICY-GATEWAY_SERVICES-C,,,,,RegistryDiscoveryAgent,cpu>=1; ram>=1GB; disk>=500MB,,,C,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_agent_directory.md,,"{""sample"": ""| Agent ID | Purpose | Function | Inputs | Outputs | Reports To | Oversees | Model Selector | Paired LLM | Requires Human | Approval | Sources |\n|---|---|---|---|---|---|---|---|---|---|---|\n| `RegistryDiscoveryAgent` | Registers and discovers available agents/services for dynamic self-discovery, hot-swapping, and registry health. | `def register(self, agent_info): ...` | agent_manifest, heartbeat | service_directory, registration_log |  |  |  |  | False | approved | updated_agent_manifest.json |""}",pack=PACK-e5483272; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.gateway-services.c,,,Agent,
ResearchAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,oq CML,ResearchAgent,,,,,,tbd,,,,PACK-dee477cc,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,ResearchAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_agent_directory.md,,"{""sample"": ""| Agent ID | Purpose | Function | Inputs | Outputs | Reports To | Oversees | Model Selector | Paired LLM | Requires Human | Approval | Sources |\n|---|---|---|---|---|---|---|---|---|---|---|\n| `AlternativesComparisonAgent` | Benchmarks and compares alternative solutions/tools/services. Escalates for human direction only if choices are equally weighted, personal, or strategic. | `def compare(self, option1, option2): ...` | option1, option2, criteria | comparison_report, recommendation |  |  |  |  | True | approved | updated_agent_manifest.json |\n| `DataIngestionETLAgent` | Ingests, transforms, and loads data from APIs, files, databases, or streams; escalates only for credential or source access needs. | `def ingest(self, source): ...` | source_config, raw_data | processed_data, ingestion_re""}",pack=PACK-dee477cc; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,
DataIngestionETLAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,yr VHL,DataIngestionETLAgent,,,,,,tbd,,,,PACK-5d2a92c2,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,DataIngestionETLAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_agent_directory.md,,"{""sample"": ""| Agent ID | Purpose | Function | Inputs | Outputs | Reports To | Oversees | Model Selector | Paired LLM | Requires Human | Approval | Sources |\n|---|---|---|---|---|---|---|---|---|---|---|\n| `AlternativesComparisonAgent` | Benchmarks and compares alternative solutions/tools/services. Escalates for human direction only if choices are equally weighted, personal, or strategic. | `def compare(self, option1, option2): ...` | option1, option2, criteria | comparison_report, recommendation |  |  |  |  | True | approved | updated_agent_manifest.json |\n| `DataIngestionETLAgent` | Ingests, transforms, and loads data from APIs, files, databases, or streams; escalates only for credential or source access needs. | `def ingest(self, source): ...` | source_config, raw_data | processed_data, ingestion_re""}",pack=PACK-5d2a92c2; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,
AlternativesComparisonAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,vr CIX,AlternativesComparisonAgent,,,,,,tbd,,,,PACK-226e1f9d,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,AlternativesComparisonAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_agent_directory.md,,"{""sample"": ""| Agent ID | Purpose | Function | Inputs | Outputs | Reports To | Oversees | Model Selector | Paired LLM | Requires Human | Approval | Sources |\n|---|---|---|---|---|---|---|---|---|---|---|\n| `AlternativesComparisonAgent` | Benchmarks and compares alternative solutions/tools/services. Escalates for human direction only if choices are equally weighted, personal, or strategic. | `def compare(self, option1, option2): ...` | option1, option2, criteria | comparison_report, recommendation |  |  |  |  | True | approved | updated_agent_manifest.json |\n| `DataIngestionETLAgent` | Ingests, transforms, and loads data from APIs, files, databases, or streams; escalates only for credential or source access needs. | `def ingest(self, source): ...` | source_config, raw_data | processed_data, ingestion_re""}",pack=PACK-226e1f9d; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,
KnowledgeBaseAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,bt YXP,KnowledgeBaseAgent,,,,,,tbd,,,,PACK-681ecb2c,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,KnowledgeBaseAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,,,,,,,SubjectOrchestrator,,,,ark-os-noa_agent_directory.md,,"{""sample"": ""| Agent ID | Purpose | Function | Inputs | Outputs | Reports To | Oversees | Model Selector | Paired LLM | Requires Human | Approval | Sources |\n|---|---|---|---|---|---|---|---|---|---|---|\n| `AlternativesComparisonAgent` | Benchmarks and compares alternative solutions/tools/services. Escalates for human direction only if choices are equally weighted, personal, or strategic. | `def compare(self, option1, option2): ...` | option1, option2, criteria | comparison_report, recommendation |  |  |  |  | True | approved | updated_agent_manifest.json |\n| `DataIngestionETLAgent` | Ingests, transforms, and loads data from APIs, files, databases, or streams; escalates only for credential or source access needs. | `def ingest(self, source): ...` | source_config, raw_data | processed_data, ingestion_re""}",pack=PACK-681ecb2c; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,
