agent_name,role,layer,scope,tools,inputs,outputs,guardrails,escalation_to,stack,actions,agent_code,agent_id,aka,artifacts,audit_logging,auto_remediation,autonomy_level,budget_cap,cache,capabilities,capability_pack,capability_pack_id,category,code_paths,commands,connectors,cost_center,court_gate,court_policy_id,created_at,data_sources,dependencies,depends_on_agents,display_name,efg_requirements,embedding_models,endpoints,epic,escalation_policy,export_control,failure_modes,governance_role,human_approval_required,last_updated,license_category,manifests,maturity_level,memory_scope,metrics,models,operational_readiness_score,operations_domain,owner_role,pii_handling,plane,policies,provides_capabilities,purpose,raci_a,raci_c,raci_i,raci_r,risk_class,scheduler_owner,scheduling,security_level,sla,source_file,source_row_index,source_rows_json,spawn_policy,state_store,status,subcategory,telemetry,telemetry_topic,tools_stack,triggers,type,version,health_status,repair_recommendations,issues_identified
The Strategy Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,lz QBP,The Strategy Agent,,,,,,tbd,,The Strategy,,PACK-52794e53,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,The Strategy Agent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,Ark AI NOA — Data Architecture & Autonomous Intelligence.txt,,"{""sample"": ""﻿Ark AI NOA - Data Architecture & Autonomous \nIntelligence\nData Architecture\nInternal-First Philosophy: Ark AI NOA is built on an internal-first data philosophy. All \ncritical data and artifacts remain inside the trust boundary of the system's private \ninfrastructure[1]. This means the platform avoids external dependencies for storage and \ncomputation whenever possible. Only finished, signed outputs are allowed to leave the \nenclave, ensuring that internal work-in-progress, models, and intermediate data stay \nprotected. By \""shipping only signed artifacts outward\""[1], Ark AI NOA maintains tight \ncontrol over integrity and confidentiality. This approach reduces exposure to external \nbreaches and keeps sensitive intelligence in-house.\nStorage Components & Structure: The data plane is composed""}",pack=PACK-52794e53; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,,Healthy,No specific recommendations,No issues identified
Perhaps the Digest Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,jm YIE,Perhaps the Digest Agent,,,,,,tbd,,Perhaps the Digest,,PACK-77d477ad,Agent,,,,Ops,,COURT-POLICY-CORE-D,,,,,Perhaps the Digest Agent,cpu>=1; ram>=1GB; disk>=500MB,,,D,,,,Operator,,,,,,,,,,,,,Deployed,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,Ark AI NOA — Data Architecture & Autonomous Intelligence.txt,,"{""sample"": ""﻿Ark AI NOA - Data Architecture & Autonomous \nIntelligence\nData Architecture\nInternal-First Philosophy: Ark AI NOA is built on an internal-first data philosophy. All \ncritical data and artifacts remain inside the trust boundary of the system's private \ninfrastructure[1]. This means the platform avoids external dependencies for storage and \ncomputation whenever possible. Only finished, signed outputs are allowed to leave the \nenclave, ensuring that internal work-in-progress, models, and intermediate data stay \nprotected. By \""shipping only signed artifacts outward\""[1], Ark AI NOA maintains tight \ncontrol over integrity and confidentiality. This approach reduces exposure to external \nbreaches and keeps sensitive intelligence in-house.\nStorage Components & Structure: The data plane is composed""}",pack=PACK-77d477ad; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.d,,,Agent,,Healthy,No specific recommendations,No issues identified
When NOA or a Board Agent decides to launch a MicroAgentStack,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,nb REO,When NOA or a Board Agent decides to launch a MicroAgentStack,,,,,,per_intent,,When NOA or a Board  decides to launch a MicroStack,,PACK-1ccfca51,Micro-Agent,,,,PMO,,COURT-POLICY-AGENTS-A,,,,,When NOA or a Board Agent decides to launch a MicroAgentStack,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Board,,,,,,,,,,,,,Control,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,Ark AI NOA — Data Architecture & Autonomous Intelligence.txt,,"{""sample"": ""﻿Ark AI NOA - Data Architecture & Autonomous \nIntelligence\nData Architecture\nInternal-First Philosophy: Ark AI NOA is built on an internal-first data philosophy. All \ncritical data and artifacts remain inside the trust boundary of the system's private \ninfrastructure[1]. This means the platform avoids external dependencies for storage and \ncomputation whenever possible. Only finished, signed outputs are allowed to leave the \nenclave, ensuring that internal work-in-progress, models, and intermediate data stay \nprotected. By \""shipping only signed artifacts outward\""[1], Ark AI NOA maintains tight \ncontrol over integrity and confidentiality. This approach reduces exposure to external \nbreaches and keeps sensitive intelligence in-house.\nStorage Components & Structure: The data plane is composed""}",pack=PACK-1ccfca51; min_plane=Control; approval=required,,Planned,,,trace.control.agents.a,,,Agent,,Healthy,No specific recommendations,No issues identified
NOA now orchestrates multiple MicroAgentStacks,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,ux FMR,NOA now orchestrates multiple MicroAgentStacks,,,,,,tbd,,NOA now orchestrates multiple MicroStacks,,PACK-9ed47bac,Micro-Agent,,,,Ops,,COURT-POLICY-AGENTS-A,,,,,NOA now orchestrates multiple MicroAgentStacks,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Sub-agent,,,,,,,,,,,,,Deployed,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,Ark AI NOA — Data Architecture & Autonomous Intelligence.txt,,"{""sample"": ""﻿Ark AI NOA - Data Architecture & Autonomous \nIntelligence\nData Architecture\nInternal-First Philosophy: Ark AI NOA is built on an internal-first data philosophy. All \ncritical data and artifacts remain inside the trust boundary of the system's private \ninfrastructure[1]. This means the platform avoids external dependencies for storage and \ncomputation whenever possible. Only finished, signed outputs are allowed to leave the \nenclave, ensuring that internal work-in-progress, models, and intermediate data stay \nprotected. By \""shipping only signed artifacts outward\""[1], Ark AI NOA maintains tight \ncontrol over integrity and confidentiality. This approach reduces exposure to external \nbreaches and keeps sensitive intelligence in-house.\nStorage Components & Structure: The data plane is composed""}",pack=PACK-9ed47bac; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.agents.a,,,Agent,,Healthy,No specific recommendations,No issues identified
The Model Selector Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,wv LDC,The Model Selector Agent,,,,,,tbd,,The Model Selector,,PACK-669f4491,Agent,,,,Ops,,COURT-POLICY-CORE-F,,,,,The Model Selector Agent,gpu>=1; vram>=8GB; disk>=10GB; net>=50Mbps,,,F,,,,Operator,,,,,,,,,,,,,Deployed,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,Ark AI NOA — Data Architecture & Autonomous Intelligence.txt,,"{""sample"": ""﻿Ark AI NOA - Data Architecture & Autonomous \nIntelligence\nData Architecture\nInternal-First Philosophy: Ark AI NOA is built on an internal-first data philosophy. All \ncritical data and artifacts remain inside the trust boundary of the system's private \ninfrastructure[1]. This means the platform avoids external dependencies for storage and \ncomputation whenever possible. Only finished, signed outputs are allowed to leave the \nenclave, ensuring that internal work-in-progress, models, and intermediate data stay \nprotected. By \""shipping only signed artifacts outward\""[1], Ark AI NOA maintains tight \ncontrol over integrity and confidentiality. This approach reduces exposure to external \nbreaches and keeps sensitive intelligence in-house.\nStorage Components & Structure: The data plane is composed""}",pack=PACK-669f4491; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.f,,,Agent,,Healthy,No specific recommendations,No issues identified
Autonomous Agent Utilization,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,qd JWX,Autonomous Agent Utilization,,,,,,tbd,,Autonomous  Utilization,,PACK-1a07eaa1,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,Autonomous Agent Utilization,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,Ark AI NOA — Data Architecture & Autonomous Intelligence.txt,,"{""sample"": ""﻿Ark AI NOA - Data Architecture & Autonomous \nIntelligence\nData Architecture\nInternal-First Philosophy: Ark AI NOA is built on an internal-first data philosophy. All \ncritical data and artifacts remain inside the trust boundary of the system's private \ninfrastructure[1]. This means the platform avoids external dependencies for storage and \ncomputation whenever possible. Only finished, signed outputs are allowed to leave the \nenclave, ensuring that internal work-in-progress, models, and intermediate data stay \nprotected. By \""shipping only signed artifacts outward\""[1], Ark AI NOA maintains tight \ncontrol over integrity and confidentiality. This approach reduces exposure to external \nbreaches and keeps sensitive intelligence in-house.\nStorage Components & Structure: The data plane is composed""}",pack=PACK-1a07eaa1; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,,Healthy,No specific recommendations,No issues identified
If the Security Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,qh RTL,If the Security Agent,,,,,,tbd,,If the Security,,PACK-aeb6164b,Agent,,,,Ops,,COURT-POLICY-CORE-D,,,,,If the Security Agent,cpu>=1; ram>=2GB; disk>=2GB; net>=10Mbps,,,D,,,,Operator,,,,,,,,,,,,,Deployed,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,Ark AI NOA — Data Architecture & Autonomous Intelligence.txt,,"{""sample"": ""﻿Ark AI NOA - Data Architecture & Autonomous \nIntelligence\nData Architecture\nInternal-First Philosophy: Ark AI NOA is built on an internal-first data philosophy. All \ncritical data and artifacts remain inside the trust boundary of the system's private \ninfrastructure[1]. This means the platform avoids external dependencies for storage and \ncomputation whenever possible. Only finished, signed outputs are allowed to leave the \nenclave, ensuring that internal work-in-progress, models, and intermediate data stay \nprotected. By \""shipping only signed artifacts outward\""[1], Ark AI NOA maintains tight \ncontrol over integrity and confidentiality. This approach reduces exposure to external \nbreaches and keeps sensitive intelligence in-house.\nStorage Components & Structure: The data plane is composed""}",pack=PACK-aeb6164b; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.d,,,Agent,,Healthy,No specific recommendations,No issues identified
The Strategy/CTO Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,yc XFI,The Strategy/CTO Agent,,,,,,tbd,,The Strategy/CTO,,PACK-ad7e9106,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,The Strategy/CTO Agent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,Ark AI NOA — Data Architecture & Autonomous Intelligence.txt,,"{""sample"": ""﻿Ark AI NOA - Data Architecture & Autonomous \nIntelligence\nData Architecture\nInternal-First Philosophy: Ark AI NOA is built on an internal-first data philosophy. All \ncritical data and artifacts remain inside the trust boundary of the system's private \ninfrastructure[1]. This means the platform avoids external dependencies for storage and \ncomputation whenever possible. Only finished, signed outputs are allowed to leave the \nenclave, ensuring that internal work-in-progress, models, and intermediate data stay \nprotected. By \""shipping only signed artifacts outward\""[1], Ark AI NOA maintains tight \ncontrol over integrity and confidentiality. This approach reduces exposure to external \nbreaches and keeps sensitive intelligence in-house.\nStorage Components & Structure: The data plane is composed""}",pack=PACK-ad7e9106; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,,Healthy,No specific recommendations,No issues identified
Strategy Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,bi QDX,Strategy Agent,,,,,,tbd,,Strategy,,PACK-a527fd9a,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,Strategy Agent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,Ark AI NOA — Data Architecture & Autonomous Intelligence.txt,,"{""sample"": ""﻿Ark AI NOA - Data Architecture & Autonomous \nIntelligence\nData Architecture\nInternal-First Philosophy: Ark AI NOA is built on an internal-first data philosophy. All \ncritical data and artifacts remain inside the trust boundary of the system's private \ninfrastructure[1]. This means the platform avoids external dependencies for storage and \ncomputation whenever possible. Only finished, signed outputs are allowed to leave the \nenclave, ensuring that internal work-in-progress, models, and intermediate data stay \nprotected. By \""shipping only signed artifacts outward\""[1], Ark AI NOA maintains tight \ncontrol over integrity and confidentiality. This approach reduces exposure to external \nbreaches and keeps sensitive intelligence in-house.\nStorage Components & Structure: The data plane is composed""}",pack=PACK-a527fd9a; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,,Healthy,No specific recommendations,No issues identified
Whenever a MicroAgentStack,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,es QZI,Whenever a MicroAgentStack,,,,,,tbd,,Whenever a MicroStack,,PACK-5d2e63e7,Micro-Agent,,,,Ops,,COURT-POLICY-AGENTS-A,,,,,Whenever a MicroAgentStack,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Sub-agent,,,,,,,,,,,,,Deployed,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,Ark AI NOA — Data Architecture & Autonomous Intelligence.txt,,"{""sample"": ""﻿Ark AI NOA - Data Architecture & Autonomous \nIntelligence\nData Architecture\nInternal-First Philosophy: Ark AI NOA is built on an internal-first data philosophy. All \ncritical data and artifacts remain inside the trust boundary of the system's private \ninfrastructure[1]. This means the platform avoids external dependencies for storage and \ncomputation whenever possible. Only finished, signed outputs are allowed to leave the \nenclave, ensuring that internal work-in-progress, models, and intermediate data stay \nprotected. By \""shipping only signed artifacts outward\""[1], Ark AI NOA maintains tight \ncontrol over integrity and confidentiality. This approach reduces exposure to external \nbreaches and keeps sensitive intelligence in-house.\nStorage Components & Structure: The data plane is composed""}",pack=PACK-5d2e63e7; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.agents.a,,,Agent,,Healthy,No specific recommendations,No issues identified
The CommandChiefAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,rs RMH,The CommandChiefAgent,,,,,,tbd,,The CommandChief,,PACK-8b3e415f,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,The CommandChiefAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,Ark AI NOA — Data Architecture & Autonomous Intelligence.txt,,"{""sample"": ""﻿Ark AI NOA - Data Architecture & Autonomous \nIntelligence\nData Architecture\nInternal-First Philosophy: Ark AI NOA is built on an internal-first data philosophy. All \ncritical data and artifacts remain inside the trust boundary of the system's private \ninfrastructure[1]. This means the platform avoids external dependencies for storage and \ncomputation whenever possible. Only finished, signed outputs are allowed to leave the \nenclave, ensuring that internal work-in-progress, models, and intermediate data stay \nprotected. By \""shipping only signed artifacts outward\""[1], Ark AI NOA maintains tight \ncontrol over integrity and confidentiality. This approach reduces exposure to external \nbreaches and keeps sensitive intelligence in-house.\nStorage Components & Structure: The data plane is composed""}",pack=PACK-8b3e415f; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,,Healthy,No specific recommendations,No issues identified
NOA then spins up a new MicroAgentStack,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,dp ASK,NOA then spins up a new MicroAgentStack,,,,,,tbd,,NOA then spins up a new MicroStack,,PACK-32a73164,Micro-Agent,,,,Ops,,COURT-POLICY-AGENTS-A,,,,,NOA then spins up a new MicroAgentStack,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Sub-agent,,,,,,,,,,,,,Deployed,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,Ark AI NOA — Data Architecture & Autonomous Intelligence.txt,,"{""sample"": ""﻿Ark AI NOA - Data Architecture & Autonomous \nIntelligence\nData Architecture\nInternal-First Philosophy: Ark AI NOA is built on an internal-first data philosophy. All \ncritical data and artifacts remain inside the trust boundary of the system's private \ninfrastructure[1]. This means the platform avoids external dependencies for storage and \ncomputation whenever possible. Only finished, signed outputs are allowed to leave the \nenclave, ensuring that internal work-in-progress, models, and intermediate data stay \nprotected. By \""shipping only signed artifacts outward\""[1], Ark AI NOA maintains tight \ncontrol over integrity and confidentiality. This approach reduces exposure to external \nbreaches and keeps sensitive intelligence in-house.\nStorage Components & Structure: The data plane is composed""}",pack=PACK-32a73164; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.agents.a,,,Agent,,Healthy,No specific recommendations,No issues identified
Security Board Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,ew TSW,Security Board Agent,,,,,,per_intent,,Security Board,,PACK-c1d40670,Agent,,,,PMO,,COURT-POLICY-CORE-D,,,,,Security Board Agent,cpu>=1; ram>=2GB; disk>=2GB; net>=10Mbps,,,D,,,,Board,,,,,,,,,,,,,Control,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,Ark AI NOA — Data Architecture & Autonomous Intelligence.txt,,"{""sample"": ""﻿Ark AI NOA - Data Architecture & Autonomous \nIntelligence\nData Architecture\nInternal-First Philosophy: Ark AI NOA is built on an internal-first data philosophy. All \ncritical data and artifacts remain inside the trust boundary of the system's private \ninfrastructure[1]. This means the platform avoids external dependencies for storage and \ncomputation whenever possible. Only finished, signed outputs are allowed to leave the \nenclave, ensuring that internal work-in-progress, models, and intermediate data stay \nprotected. By \""shipping only signed artifacts outward\""[1], Ark AI NOA maintains tight \ncontrol over integrity and confidentiality. This approach reduces exposure to external \nbreaches and keeps sensitive intelligence in-house.\nStorage Components & Structure: The data plane is composed""}",pack=PACK-c1d40670; min_plane=Control; approval=required,,Planned,,,trace.control.core.d,,,Agent,,Healthy,No specific recommendations,No issues identified
When a Board Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,hm AGQ,When a Board Agent,,,,,,per_intent,,When a Board,,PACK-ca58932f,Agent,,,,PMO,,COURT-POLICY-CORE-A,,,,,When a Board Agent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Board,,,,,,,,,,,,,Control,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,Ark AI NOA — Data Architecture & Autonomous Intelligence.txt,,"{""sample"": ""﻿Ark AI NOA - Data Architecture & Autonomous \nIntelligence\nData Architecture\nInternal-First Philosophy: Ark AI NOA is built on an internal-first data philosophy. All \ncritical data and artifacts remain inside the trust boundary of the system's private \ninfrastructure[1]. This means the platform avoids external dependencies for storage and \ncomputation whenever possible. Only finished, signed outputs are allowed to leave the \nenclave, ensuring that internal work-in-progress, models, and intermediate data stay \nprotected. By \""shipping only signed artifacts outward\""[1], Ark AI NOA maintains tight \ncontrol over integrity and confidentiality. This approach reduces exposure to external \nbreaches and keeps sensitive intelligence in-house.\nStorage Components & Structure: The data plane is composed""}",pack=PACK-ca58932f; min_plane=Control; approval=required,,Planned,,,trace.control.core.a,,,Agent,,Healthy,No specific recommendations,No issues identified
When the Digest Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,lp OTV,When the Digest Agent,,,,,,tbd,,When the Digest,,PACK-9d599511,Agent,,,,Ops,,COURT-POLICY-CORE-D,,,,,When the Digest Agent,cpu>=1; ram>=1GB; disk>=500MB,,,D,,,,Operator,,,,,,,,,,,,,Deployed,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,Ark AI NOA — Data Architecture & Autonomous Intelligence.txt,,"{""sample"": ""﻿Ark AI NOA - Data Architecture & Autonomous \nIntelligence\nData Architecture\nInternal-First Philosophy: Ark AI NOA is built on an internal-first data philosophy. All \ncritical data and artifacts remain inside the trust boundary of the system's private \ninfrastructure[1]. This means the platform avoids external dependencies for storage and \ncomputation whenever possible. Only finished, signed outputs are allowed to leave the \nenclave, ensuring that internal work-in-progress, models, and intermediate data stay \nprotected. By \""shipping only signed artifacts outward\""[1], Ark AI NOA maintains tight \ncontrol over integrity and confidentiality. This approach reduces exposure to external \nbreaches and keeps sensitive intelligence in-house.\nStorage Components & Structure: The data plane is composed""}",pack=PACK-9d599511; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.d,,,Agent,,Healthy,No specific recommendations,No issues identified
Growth Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,ou SUQ,Growth Agent,,,,,,tbd,,Growth,,PACK-465f5417,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,Growth Agent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,Ark AI NOA — Data Architecture & Autonomous Intelligence.txt,,"{""sample"": ""﻿Ark AI NOA - Data Architecture & Autonomous \nIntelligence\nData Architecture\nInternal-First Philosophy: Ark AI NOA is built on an internal-first data philosophy. All \ncritical data and artifacts remain inside the trust boundary of the system's private \ninfrastructure[1]. This means the platform avoids external dependencies for storage and \ncomputation whenever possible. Only finished, signed outputs are allowed to leave the \nenclave, ensuring that internal work-in-progress, models, and intermediate data stay \nprotected. By \""shipping only signed artifacts outward\""[1], Ark AI NOA maintains tight \ncontrol over integrity and confidentiality. This approach reduces exposure to external \nbreaches and keeps sensitive intelligence in-house.\nStorage Components & Structure: The data plane is composed""}",pack=PACK-465f5417; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,,Healthy,No specific recommendations,No issues identified
Board Agent can deploy multiple MicroAgentStacks,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,ia AUF,Board Agent can deploy multiple MicroAgentStacks,,,,,,per_intent,,Board  can deploy multiple MicroStacks,,PACK-4c8f4fa1,Micro-Agent,,,,PMO,,COURT-POLICY-AGENTS-A,,,,,Board Agent can deploy multiple MicroAgentStacks,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Board,,,,,,,,,,,,,Control,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,Ark AI NOA — Data Architecture & Autonomous Intelligence.txt,,"{""sample"": ""﻿Ark AI NOA - Data Architecture & Autonomous \nIntelligence\nData Architecture\nInternal-First Philosophy: Ark AI NOA is built on an internal-first data philosophy. All \ncritical data and artifacts remain inside the trust boundary of the system's private \ninfrastructure[1]. This means the platform avoids external dependencies for storage and \ncomputation whenever possible. Only finished, signed outputs are allowed to leave the \nenclave, ensuring that internal work-in-progress, models, and intermediate data stay \nprotected. By \""shipping only signed artifacts outward\""[1], Ark AI NOA maintains tight \ncontrol over integrity and confidentiality. This approach reduces exposure to external \nbreaches and keeps sensitive intelligence in-house.\nStorage Components & Structure: The data plane is composed""}",pack=PACK-4c8f4fa1; min_plane=Control; approval=required,,Planned,,,trace.control.agents.a,,,Agent,,Healthy,No specific recommendations,No issues identified
The Strategy/CTO Board Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,cm KQE,The Strategy/CTO Board Agent,,,,,,per_intent,,The Strategy/CTO Board,,PACK-9522d4fe,Agent,,,,PMO,,COURT-POLICY-CORE-A,,,,,The Strategy/CTO Board Agent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Board,,,,,,,,,,,,,Control,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,Ark AI NOA — Data Architecture & Autonomous Intelligence.txt,,"{""sample"": ""﻿Ark AI NOA - Data Architecture & Autonomous \nIntelligence\nData Architecture\nInternal-First Philosophy: Ark AI NOA is built on an internal-first data philosophy. All \ncritical data and artifacts remain inside the trust boundary of the system's private \ninfrastructure[1]. This means the platform avoids external dependencies for storage and \ncomputation whenever possible. Only finished, signed outputs are allowed to leave the \nenclave, ensuring that internal work-in-progress, models, and intermediate data stay \nprotected. By \""shipping only signed artifacts outward\""[1], Ark AI NOA maintains tight \ncontrol over integrity and confidentiality. This approach reduces exposure to external \nbreaches and keeps sensitive intelligence in-house.\nStorage Components & Structure: The data plane is composed""}",pack=PACK-9522d4fe; min_plane=Control; approval=required,,Planned,,,trace.control.core.a,,,Agent,,Healthy,No specific recommendations,No issues identified
Strategy/CTO agent or the CommandChiefAgent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,qy EXG,Strategy/CTO agent or the CommandChiefAgent,,,,,,tbd,,Strategy/CTO  or the CommandChief,,PACK-98aabb7b,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,Strategy/CTO agent or the CommandChiefAgent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,Ark AI NOA — Data Architecture & Autonomous Intelligence.txt,,"{""sample"": ""﻿Ark AI NOA - Data Architecture & Autonomous \nIntelligence\nData Architecture\nInternal-First Philosophy: Ark AI NOA is built on an internal-first data philosophy. All \ncritical data and artifacts remain inside the trust boundary of the system's private \ninfrastructure[1]. This means the platform avoids external dependencies for storage and \ncomputation whenever possible. Only finished, signed outputs are allowed to leave the \nenclave, ensuring that internal work-in-progress, models, and intermediate data stay \nprotected. By \""shipping only signed artifacts outward\""[1], Ark AI NOA maintains tight \ncontrol over integrity and confidentiality. This approach reduces exposure to external \nbreaches and keeps sensitive intelligence in-house.\nStorage Components & Structure: The data plane is composed""}",pack=PACK-98aabb7b; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,,Healthy,No specific recommendations,No issues identified
Legal Agent,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,ax OZA,Legal Agent,,,,,,tbd,,Legal,,PACK-e2eaf78c,Agent,,,,Ops,,COURT-POLICY-CORE-A,,,,,Legal Agent,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Operator,,,,,,,,,,,,,Deployed,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,Ark AI NOA — Data Architecture & Autonomous Intelligence.txt,,"{""sample"": ""﻿Ark AI NOA - Data Architecture & Autonomous \nIntelligence\nData Architecture\nInternal-First Philosophy: Ark AI NOA is built on an internal-first data philosophy. All \ncritical data and artifacts remain inside the trust boundary of the system's private \ninfrastructure[1]. This means the platform avoids external dependencies for storage and \ncomputation whenever possible. Only finished, signed outputs are allowed to leave the \nenclave, ensuring that internal work-in-progress, models, and intermediate data stay \nprotected. By \""shipping only signed artifacts outward\""[1], Ark AI NOA maintains tight \ncontrol over integrity and confidentiality. This approach reduces exposure to external \nbreaches and keeps sensitive intelligence in-house.\nStorage Components & Structure: The data plane is composed""}",pack=PACK-e2eaf78c; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.core.a,,,Agent,,Healthy,No specific recommendations,No issues identified
The MicroAgentStacks,Micro Agent,micro,,,,,,Stack-Chief,Subject-001,,tv NXZ,The MicroAgentStacks,,,,,,tbd,,The MicroStacks,,PACK-58b1cce0,Micro-Agent,,,,Ops,,COURT-POLICY-AGENTS-A,,,,,The MicroAgentStacks,cpu>=1; ram>=1GB; disk>=500MB,,,A,,,,Sub-agent,,,,,,,,,,,,,Deployed,,,['Performs Micro Agent functions'],,,,,,SubjectOrchestrator,,,,Ark AI NOA — Data Architecture & Autonomous Intelligence.txt,,"{""sample"": ""﻿Ark AI NOA - Data Architecture & Autonomous \nIntelligence\nData Architecture\nInternal-First Philosophy: Ark AI NOA is built on an internal-first data philosophy. All \ncritical data and artifacts remain inside the trust boundary of the system's private \ninfrastructure[1]. This means the platform avoids external dependencies for storage and \ncomputation whenever possible. Only finished, signed outputs are allowed to leave the \nenclave, ensuring that internal work-in-progress, models, and intermediate data stay \nprotected. By \""shipping only signed artifacts outward\""[1], Ark AI NOA maintains tight \ncontrol over integrity and confidentiality. This approach reduces exposure to external \nbreaches and keeps sensitive intelligence in-house.\nStorage Components & Structure: The data plane is composed""}",pack=PACK-58b1cce0; min_plane=Deployed; approval=auto,,Planned,,,trace.deployed.agents.a,,,Agent,,Healthy,No specific recommendations,No issues identified
